98118,11
98119,2
98116,5
98117,7
98115,9
98112,5
98199,2
98144,6
98146,1
98109,4
98108,6
98105,2
98122,4
98107,2
98106,4
98126,5
98103,6
98102,2
98125,6
98188,1
98178,1
98136,1
98133,2
98177,1
