35235,0,1,0,0,0,0,0,0,0,0
55344,7,0,0,0,0,0,0,0,0,0
55340,2,0,0,0,0,0,0,0,0,0
55343,3,2,0,0,0,0,0,0,0,0
27284,1,0,0,0,0,0,0,0,0,0
02108,1,0,0,0,0,0,0,0,0,0
02109,3,1,0,0,0,0,0,0,0,0
97210,2,4,0,0,0,0,0,0,0,0
92091,1,0,0,0,0,0,0,0,0,0
49546,1,0,0,0,0,0,0,0,0,0
92651,0,1,0,0,0,0,0,0,0,0
92656,2,1,0,0,0,0,0,0,0,0
19406,1,0,0,0,0,0,0,0,0,0
32832,1,0,0,0,0,0,0,0,0,0
97211,7,0,2,0,0,0,0,0,0,0
32653,1,0,0,0,0,0,0,0,0,0
11743,1,0,0,0,0,0,0,0,0,0
01582,0,1,0,0,0,0,0,0,0,0
01581,2,0,0,0,0,0,0,0,0,0
73069,0,1,0,0,0,0,0,0,0,0
27371,1,0,0,0,0,0,0,0,0,0
02035,1,1,0,0,0,0,0,0,0,0
10962,1,0,0,0,0,0,0,0,0,0
06026,0,1,0,0,0,0,0,0,0,0
98648,0,1,0,0,0,0,0,0,0,0
98310,1,3,5,0,0,0,0,0,0,0
98311,2,1,6,0,0,0,0,0,0,0
98312,8,2,7,0,0,0,0,0,0,0
98642,3,3,1,0,0,0,0,0,0,0
98643,0,0,1,0,0,0,0,0,0,0
98316,0,1,0,0,0,0,0,0,0,0
98466,11,2,5,0,0,0,0,0,0,0
98467,2,3,6,0,0,0,0,0,0,0
98465,0,0,2,1,0,0,0,0,0,0
60131,0,1,0,0,0,0,0,0,0,0
07033,1,0,0,0,0,0,0,0,0,0
07032,1,1,0,0,0,0,0,0,0,0
97333,0,1,0,0,0,0,0,0,0,0
80209,1,0,0,0,0,0,0,0,0,0
97330,1,2,0,0,0,0,0,0,0,0
80205,0,1,0,0,0,0,0,0,0,0
11003,1,0,0,0,0,0,0,0,0,0
80202,5,1,0,0,0,0,1,0,0,0
97338,2,0,0,0,0,0,0,0,0,0
98004,111,65,51,5,0,2,2,3,0,0
98005,117,59,57,4,0,0,4,1,0,0
98006,37,30,68,3,0,1,2,3,0,0
98007,22,26,83,3,1,1,0,0,0,0
51111,1,0,0,0,0,0,0,0,0,0
98001,99,42,105,8,1,0,0,0,0,0
98002,47,12,28,2,0,0,0,0,0,0
98003,35,15,79,1,0,0,0,0,0,0
98008,24,17,57,0,1,0,0,1,0,0
98009,1,1,2,0,0,0,0,0,0,0
99201,6,3,0,0,0,0,0,0,0,0
63026,1,0,0,0,0,0,0,0,0,0
17033,1,0,0,0,0,0,0,0,0,0
99204,0,1,0,0,0,0,0,0,0,0
99207,3,0,0,0,0,0,0,0,0,0
99206,3,0,0,0,0,0,0,0,0,0
99208,0,1,1,0,0,0,0,0,0,0
63840,1,0,0,0,0,0,0,0,0,0
46268,1,0,0,0,0,0,0,0,0,0
60007,2,0,0,0,0,0,0,0,0,0
60004,0,0,1,0,0,0,0,0,0,0
01730,3,1,0,0,0,0,0,0,0,0
22901,1,0,0,0,0,0,0,0,0,0
22902,0,1,0,0,0,0,0,0,0,0
60008,4,0,0,0,0,0,0,0,0,0
94025,1,0,0,0,0,0,0,0,0,0
98260,1,6,4,3,1,0,0,0,0,0
97202,5,2,1,0,0,0,0,0,0,0
97201,3,1,0,0,0,0,0,0,0,0
